"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr2"	1629034	1629346	313	"*"	98	"SRX5089434"	"SMARCB1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118945
"chr2"	1629034	1629430	397	"*"	632	"SRX265420"	"KDM5B"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118861
"chr2"	1629034	1629436	403	"*"	186	"SRX7427512"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118855
"chr2"	1629035	1629452	418	"*"	460	"SRX3229189"	"PGR"	"Breast cancer"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118839
"chr2"	1629035	1629539	505	"*"	652	"SRX1012649"	"EP300"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118752
"chr2"	1629036	1629251	216	"*"	140	"SRX1772412"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119040
"chr2"	1629036	1629258	223	"*"	90	"SRX3285604"	"KDM5B"	"FULR"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119033
"chr2"	1629036	1629411	376	"*"	259	"SRX673747"	"MED1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118880
"chr2"	1629036	1629450	415	"*"	733	"SRX1787653"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118841
"chr2"	1629036	1629503	468	"*"	867	"SRX4815192"	"TLE3"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118788
"chr2"	1629037	1629464	428	"*"	168	"SRX5089415"	"SMARCA4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118827
"chr2"	1629037	1629486	450	"*"	162	"SRX5089498"	"HDAC1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118805
"chr2"	1629037	1629540	504	"*"	148	"SRX5089411"	"SMARCA4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118751
"chr2"	1629037	1629542	506	"*"	329	"SRX2020848"	"STAT3"	"HCC1143"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118749
"chr2"	1629038	1629413	376	"*"	432	"SRX2585782"	"TP53"	"MDA-MB-231"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118878
"chr2"	1629038	1629422	385	"*"	118	"SRX5323865"	"STAT3"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118869
"chr2"	1629038	1629501	464	"*"	301	"SRX8080559"	"Epitope tags"	"Mammary gland adenocarcinoma"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118790
"chr2"	1629039	1629170	132	"*"	135	"SRX265430"	"KDM5B"	"MDA-MB-231"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119121
"chr2"	1629039	1629255	217	"*"	145	"SRX1772411"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119036
"chr2"	1629039	1629411	373	"*"	350	"SRX265412"	"KDM5B"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118880
"chr2"	1629040	1629291	252	"*"	72	"SRX4377537"	"BRD2"	"MDA-MB-231"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119000
"chr2"	1629041	1629397	357	"*"	208	"SRX1161179"	"NR3C1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118894
"chr2"	1629041	1629462	422	"*"	464	"SRX1787651"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118829
"chr2"	1629041	1629476	436	"*"	170	"SRX8080566"	"POU2F1"	"Mammary gland ductal carcinoma"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118815
"chr2"	1629041	1629522	482	"*"	702	"SRX190318"	"SIN3A"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118769
"chr2"	1629041	1629616	576	"*"	657	"SRX2020847"	"STAT3"	"MDA-MB-468"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118675
"chr2"	1629042	1629290	249	"*"	138	"SRX6828396"	"RAD21"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119001
"chr2"	1629042	1629440	399	"*"	646	"SRX3931043"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118851
"chr2"	1629042	1629456	415	"*"	1000	"SRX250093"	"FOXA1"	"MDA-MB-453"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118835
"chr2"	1629042	1629459	418	"*"	299	"SRX4374940"	"RBPJ"	"HCC1599"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118832
"chr2"	1629042	1629468	427	"*"	162	"SRX4374942"	"RBPJ"	"HCC1599"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118823
"chr2"	1629042	1629553	512	"*"	895	"SRX2020842"	"STAT3"	"HCC70"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118738
"chr2"	1629042	1629750	709	"*"	524	"SRX5323816"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118541
"chr2"	1629043	1629424	382	"*"	250	"SRX1772417"	"NEDD4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118867
"chr2"	1629043	1629676	634	"*"	471	"SRX5323822"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118615
"chr2"	1629044	1629371	328	"*"	124	"SRX8520799"	"STAT3"	"MDA-MB-453"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118920
"chr2"	1629044	1629414	371	"*"	575	"SRX3080211"	"JUN"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118877
"chr2"	1629044	1629448	405	"*"	81	"SRX5089520"	"SMARCA4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118843
"chr2"	1629044	1629496	453	"*"	252	"SRX7121994"	"SMARCA4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118795
"chr2"	1629044	1629517	474	"*"	1000	"SRX1787657"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118774
"chr2"	1629044	1629586	543	"*"	537	"SRX1787676"	"KMT2C"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118705
"chr2"	1629045	1629398	354	"*"	771	"SRX1161205"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118893
"chr2"	1629045	1629420	376	"*"	934	"SRX1161176"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118871
"chr2"	1629045	1629453	409	"*"	1000	"SRX1161187"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118838
"chr2"	1629045	1629474	430	"*"	542	"SRX5534842"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118817
"chr2"	1629045	1629512	468	"*"	344	"SRX1787680"	"KMT2C"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118779
"chr2"	1629045	1629516	472	"*"	285	"SRX3040148"	"STAG2"	"HMEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118775
"chr2"	1629046	1629409	364	"*"	354	"SRX3229172"	"AR"	"Breast cancer"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118882
"chr2"	1629046	1629441	396	"*"	425	"SRX3080210"	"JUN"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118850
"chr2"	1629046	1629443	398	"*"	1000	"SRX128101"	"TFAP2C"	"MDA-MB-453"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118848
"chr2"	1629046	1629470	425	"*"	1000	"SRX3931098"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118821
"chr2"	1629046	1629492	447	"*"	307	"SRX5089433"	"SMARCB1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118799
"chr2"	1629046	1629589	544	"*"	141	"SRX5089412"	"SMARCA4"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118702
"chr2"	1629046	1629711	666	"*"	137	"SRX1131549"	"BRD4"	"HCC1395"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118580
"chr2"	1629047	1629455	409	"*"	238	"SRX2194259"	"BRD4"	"HCC1806"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118836
"chr2"	1629049	1629442	394	"*"	556	"SRX1787652"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118849
"chr2"	1629049	1629564	516	"*"	382	"SRX5323820"	"STAT3"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118727
"chr2"	1629050	1629385	336	"*"	112	"SRX4096869"	"GATAD2B"	"HCC3153"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118906
"chr2"	1629050	1629459	410	"*"	738	"SRX3931073"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118832
"chr2"	1629050	1629487	438	"*"	413	"SRX190239"	"GATA3"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118804
"chr2"	1629050	1629500	451	"*"	773	"SRX190317"	"TCF12"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118791
"chr2"	1629051	1629171	121	"*"	140	"SRX188952"	"CTCF"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119120
"chr2"	1629051	1629429	379	"*"	412	"SRX265413"	"KDM5B"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118862
"chr2"	1629051	1629436	386	"*"	1000	"SRX1961157"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118855
"chr2"	1629052	1629423	372	"*"	164	"SRX7427508"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118868
"chr2"	1629052	1629435	384	"*"	456	"SRX666558"	"Epitope tags"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118856
"chr2"	1629052	1629468	417	"*"	176	"SRX5089500"	"HDAC1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118823
"chr2"	1629053	1629478	426	"*"	169	"SRX2194286"	"BRD4"	"SUM 229PE"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118813
"chr2"	1629053	1629496	444	"*"	602	"SRX3229161"	"ESR1"	"Breast cancer"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118795
"chr2"	1629054	1629465	412	"*"	325	"SRX2922227"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118826
"chr2"	1629054	1629470	417	"*"	658	"SRX150517"	"FOS"	"MCF 10A"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118821
"chr2"	1629054	1629484	431	"*"	1000	"SRX3931097"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118807
"chr2"	1629054	1629528	475	"*"	115	"SRX5323876"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118763
"chr2"	1629055	1629443	389	"*"	428	"SRX3931031"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118848
"chr2"	1629056	1629434	379	"*"	333	"SRX190220"	"ELF1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118857
"chr2"	1629057	1629289	233	"*"	254	"SRX323402"	"SPDEF"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119002
"chr2"	1629057	1629359	303	"*"	176	"SRX1161180"	"NR3C1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118932
"chr2"	1629057	1629380	324	"*"	109	"SRX667411"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118911
"chr2"	1629057	1629392	336	"*"	473	"SRX190348"	"JUND"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118899
"chr2"	1629057	1629470	414	"*"	825	"SRX1161188"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118821
"chr2"	1629057	1629473	417	"*"	1000	"SRX4815198"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118818
"chr2"	1629058	1629397	340	"*"	239	"SRX667407"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118894
"chr2"	1629058	1629436	379	"*"	913	"SRX1161203"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118855
"chr2"	1629058	1629449	392	"*"	334	"SRX3923522"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118842
"chr2"	1629058	1629484	427	"*"	1000	"SRX3931058"	"GRHL2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118807
"chr2"	1629059	1629446	388	"*"	188	"SRX7114558"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118845
"chr2"	1629059	1629453	395	"*"	804	"SRX3931055"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118838
"chr2"	1629059	1629458	400	"*"	175	"SRX7114560"	"Epitope tags"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118833
"chr2"	1629059	1629485	427	"*"	357	"SRX1787684"	"KMT2C"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118806
"chr2"	1629059	1629492	434	"*"	243	"SRX5824574"	"BRD2"	"SUM 149PT"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118799
"chr2"	1629059	1629525	467	"*"	933	"SRX1161189"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118766
"chr2"	1629059	1629528	470	"*"	339	"SRX5089443"	"SMARCB1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118763
"chr2"	1629059	1629538	480	"*"	249	"SRX5323878"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118753
"chr2"	1629060	1629361	302	"*"	94	"SRX1531795"	"SMC1A"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118930
"chr2"	1629061	1629413	353	"*"	255	"SRX3923517"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118878
"chr2"	1629061	1629559	499	"*"	191	"SRX1161198"	"ESR1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118732
"chr2"	1629061	1629588	528	"*"	411	"SRX4451213"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118703
"chr2"	1629062	1629404	343	"*"	377	"SRX3923523"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118887
"chr2"	1629062	1629409	348	"*"	299	"SRX3923509"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118882
"chr2"	1629062	1629422	361	"*"	289	"SRX8080545"	"Epitope tags"	"Mammary gland ductal carcinoma"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118869
"chr2"	1629062	1629424	363	"*"	394	"SRX4192879"	"FOS"	"MCF 10A"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118867
"chr2"	1629062	1629442	381	"*"	419	"SRX1161206"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118849
"chr2"	1629062	1629457	396	"*"	232	"SRX4451216"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118834
"chr2"	1629062	1629482	421	"*"	317	"SRX3734319"	"TP63"	"Mammary glands"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118809
"chr2"	1629063	1629340	278	"*"	161	"SRX099865"	"MYC"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118951
"chr2"	1629063	1629453	391	"*"	719	"SRX2943591"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118838
"chr2"	1629063	1629880	818	"*"	764	"SRX7624157"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118411
"chr2"	1629064	1629352	289	"*"	713	"SRX190224"	"FOSL2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118939
"chr2"	1629064	1629435	372	"*"	626	"SRX1161202"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118856
"chr2"	1629064	1629440	377	"*"	778	"SRX3931082"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118851
"chr2"	1629064	1629464	401	"*"	328	"SRX5534831"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118827
"chr2"	1629064	1629482	419	"*"	186	"SRX8520792"	"STAT3"	"BT-474"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118809
"chr2"	1629065	1629168	104	"*"	76	"SRX190294"	"PML"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	119123
"chr2"	1629065	1629442	378	"*"	510	"SRX3931032"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118849
"chr2"	1629065	1629451	387	"*"	470	"SRX1161182"	"NR3C1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118840
"chr2"	1629065	1629475	411	"*"	499	"SRX190281"	"HDAC2"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118816
"chr2"	1629065	1629491	427	"*"	392	"SRX5323868"	"STAT3"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118800
"chr2"	1629065	1629535	471	"*"	82	"SRX8080543"	"Epitope tags"	"Mammary gland ductal carcinoma"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118756
"chr2"	1629065	1629624	560	"*"	1000	"SRX4815191"	"TLE3"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118667
"chr2"	1629066	1629451	386	"*"	734	"SRX1161204"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118840
"chr2"	1629067	1629421	355	"*"	594	"SRX5323828"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118870
"chr2"	1629067	1629432	366	"*"	1000	"SRX1961158"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118859
"chr2"	1629067	1629435	369	"*"	268	"SRX1787682"	"KMT2C"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118856
"chr2"	1629067	1629436	370	"*"	344	"SRX1012625"	"ESR1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118855
"chr2"	1629067	1629464	398	"*"	277	"SRX3583257"	"ZMYND8"	"MDA-MB-231"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118827
"chr2"	1629067	1629470	404	"*"	510	"SRX3931033"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118821
"chr2"	1629068	1629406	339	"*"	216	"SRX673744"	"EP300"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118885
"chr2"	1629068	1629426	359	"*"	527	"SRX3931093"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118865
"chr2"	1629068	1629430	363	"*"	745	"SRX1961163"	"FOXA1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118861
"chr2"	1629068	1629456	389	"*"	638	"SRX7624161"	"ESR1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118835
"chr2"	1629068	1629497	430	"*"	790	"SRX1161190"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118794
"chr2"	1629069	1629406	338	"*"	703	"SRX100567"	"EP300"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118885
"chr2"	1629069	1629434	366	"*"	410	"SRX3923514"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118857
"chr2"	1629069	1629484	416	"*"	1000	"SRX4815197"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118807
"chr2"	1629070	1629383	314	"*"	167	"SRX2897203"	"ESR1"	"Breast cancer cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118908
"chr2"	1629070	1629421	352	"*"	1000	"SRX176885"	"EP300"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118870
"chr2"	1629070	1629431	362	"*"	179	"SRX1787681"	"KMT2C"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118860
"chr2"	1629070	1629448	379	"*"	698	"SRX3931081"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118843
"chr2"	1629070	1629458	389	"*"	436	"SRX1161185"	"ESR1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118833
"chr2"	1629070	1629461	392	"*"	192	"SRX5089441"	"SMARCB1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118830
"chr2"	1629070	1629488	419	"*"	544	"SRX7624162"	"ESR1"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118803
"chr2"	1629070	1629491	422	"*"	118	"SRX4792912"	"RAD21"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118800
"chr2"	1629071	1629450	380	"*"	615	"SRX3923529"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118841
"chr2"	1629072	1629385	314	"*"	185	"SRX2585781"	"E2F1"	"MDA-MB-231"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118906
"chr2"	1629072	1629393	322	"*"	202	"SRX1510969"	"ZNF143"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118898
"chr2"	1629072	1629412	341	"*"	382	"SRX1787654"	"FOXA1"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118879
"chr2"	1629072	1629446	375	"*"	311	"SRX8080564"	"Epitope tags"	"Mammary gland adenocarcinoma"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118845
"chr2"	1629072	1629473	402	"*"	267	"SRX1012613"	"EP300"	"T-47D"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118818
"chr2"	1629073	1629413	341	"*"	249	"SRX3923524"	"FOXA1"	"ZR-75-1"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118878
"chr2"	1629073	1629447	375	"*"	698	"SRX1012648"	"EP300"	"MCF-7"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	"uc002qxa.3"	118844
