"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"distanceToTSS"
"chr2"	1609395	1609870	476	"*"	1000	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138421
"chr2"	1609397	1609742	346	"*"	231	"SRX096360"	"Epitope tags"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138549
"chr2"	1609412	1609798	387	"*"	836	"SRX425263"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138493
"chr2"	1609419	1609831	413	"*"	911	"SRX425264"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138460
"chr2"	1609426	1609852	427	"*"	786	"SRX393518"	"TAL1"	"Primary endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138439
"chr2"	1609428	1609575	148	"*"	260	"SRX3601958"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138716
"chr2"	1609431	1609871	441	"*"	1000	"SRX2207672"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138420
"chr2"	1609436	1609814	379	"*"	1000	"SRX7055007"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138477
"chr2"	1609439	1609758	320	"*"	179	"SRX425254"	"BRD4"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138533
"chr2"	1609439	1609832	394	"*"	865	"SRX7054666"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138459
"chr2"	1609440	1609580	141	"*"	227	"SRX3601960"	"FLI1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138711
"chr2"	1609446	1609775	330	"*"	581	"SRX7054663"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138516
"chr2"	1609449	1609819	371	"*"	1000	"SRX7054619"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138472
"chr2"	1609458	1609816	359	"*"	753	"SRX7054664"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138475
"chr2"	1609460	1609790	331	"*"	683	"SRX7054671"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138501
"chr2"	1609463	1609705	243	"*"	88	"SRX7054672"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138586
"chr2"	1609470	1609784	315	"*"	690	"SRX7054614"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138507
"chr2"	1609470	1609793	324	"*"	301	"SRX7054621"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138498
"chr2"	1609473	1609676	204	"*"	104	"SRX189742"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138615
"chr2"	1609473	1609676	204	"*"	103	"SRX2452429"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138615
"chr2"	1609473	1609676	204	"*"	104	"SRX3599294"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138615
"chr2"	1609475	1609834	360	"*"	150	"SRX4947720"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138457
"chr2"	1609476	1609801	326	"*"	531	"SRX7054661"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138490
"chr2"	1609476	1609833	358	"*"	151	"SRX112016"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138458
"chr2"	1609476	1609843	368	"*"	374	"SRX4947721"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138448
"chr2"	1609478	1609801	324	"*"	768	"SRX7055004"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138490
"chr2"	1609479	1609830	352	"*"	761	"SRX7054657"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138461
"chr2"	1609482	1609782	301	"*"	698	"SRX7054615"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138509
"chr2"	1609483	1609771	289	"*"	322	"SRX7054622"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138520
"chr2"	1609483	1609791	309	"*"	843	"SRX2355083"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138500
"chr2"	1609485	1609807	323	"*"	865	"SRX7054609"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138484
"chr2"	1609489	1609816	328	"*"	386	"SRX2355079"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138475
"chr2"	1609490	1609796	307	"*"	551	"SRX7054616"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138495
"chr2"	1609491	1609813	323	"*"	325	"SRX7055006"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138478
"chr2"	1609497	1609777	281	"*"	534	"SRX7054670"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138514
"chr2"	1609501	1609770	270	"*"	116	"SRX7055005"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138521
"chr2"	1609508	1609713	206	"*"	95	"SRX2671799"	"EP300"	"Endothelial Cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138578
"chr2"	1609508	1609801	294	"*"	690	"SRX294971"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138490
"chr2"	1609510	1609761	252	"*"	144	"SRX7054610"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138530
"chr2"	1609514	1609798	285	"*"	444	"SRX7054617"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138493
"chr2"	1609518	1609752	235	"*"	157	"SRX7054611"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138539
"chr2"	1609520	1609755	236	"*"	162	"SRX7054660"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138536
"chr2"	1609521	1609736	216	"*"	217	"SRX7054620"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138555
"chr2"	1609524	1609754	231	"*"	113	"SRX7054665"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138537
"chr2"	1609526	1609767	242	"*"	384	"SRX2207671"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138524
"chr2"	1609527	1609795	269	"*"	381	"SRX7054624"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138496
"chr2"	1609528	1609737	210	"*"	389	"SRX2355085"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138554
"chr2"	1609529	1609769	241	"*"	267	"SRX7054667"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138522
"chr2"	1609529	1609793	265	"*"	369	"SRX7054613"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138498
"chr2"	1609533	1609817	285	"*"	543	"SRX7054618"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138474
"chr2"	1609534	1609798	265	"*"	433	"SRX7054623"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138493
"chr2"	1609541	1609722	182	"*"	141	"SRX7054612"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138569
"chr2"	1609541	1609732	192	"*"	189	"SRX7054662"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138559
"chr2"	1609546	1609741	196	"*"	179	"SRX7054658"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138550
"chr2"	1609554	1609727	174	"*"	151	"SRX7054659"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138564
"chr2"	1609561	1609737	177	"*"	158	"SRX7055008"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138554
"chr2"	1609969	1610170	202	"*"	108	"SRX5527615"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	138121
"chr2"	1610369	1610771	403	"*"	1000	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137520
"chr2"	1610389	1610759	371	"*"	1000	"SRX7054619"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137532
"chr2"	1610396	1610740	345	"*"	1000	"SRX2207672"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137551
"chr2"	1610406	1610748	343	"*"	572	"SRX7054617"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137543
"chr2"	1610409	1610601	193	"*"	186	"SRX096362"	"Epitope tags"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137690
"chr2"	1610414	1610682	269	"*"	323	"SRX4947721"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137609
"chr2"	1610424	1610653	230	"*"	498	"SRX393516"	"TAL1"	"Primary endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137638
"chr2"	1610429	1610736	308	"*"	711	"SRX7054671"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137555
"chr2"	1610429	1610741	313	"*"	390	"SRX7054670"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137550
"chr2"	1610432	1610699	268	"*"	395	"SRX7054616"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137592
"chr2"	1610436	1610757	322	"*"	791	"SRX7054614"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137534
"chr2"	1610437	1610735	299	"*"	568	"SRX7054664"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137556
"chr2"	1610438	1610758	321	"*"	1000	"SRX7055007"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137533
"chr2"	1610441	1610704	264	"*"	185	"SRX7055005"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137587
"chr2"	1610441	1610736	296	"*"	453	"SRX7055004"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137555
"chr2"	1610441	1610761	321	"*"	481	"SRX7054661"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137530
"chr2"	1610442	1610730	289	"*"	249	"SRX7054662"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137561
"chr2"	1610445	1610707	263	"*"	317	"SRX7054618"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137584
"chr2"	1610445	1610717	273	"*"	354	"SRX7054663"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137574
"chr2"	1610449	1610630	182	"*"	142	"SRX112016"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137661
"chr2"	1610449	1610631	183	"*"	160	"SRX4947720"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137660
"chr2"	1610459	1610713	255	"*"	275	"SRX7054615"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137578
"chr2"	1610460	1610726	267	"*"	281	"SRX7055006"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137565
"chr2"	1610466	1610735	270	"*"	214	"SRX7054613"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137556
"chr2"	1610469	1610701	233	"*"	342	"SRX7054623"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137590
"chr2"	1610470	1610659	190	"*"	179	"SRX7054611"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137632
"chr2"	1610471	1610711	241	"*"	428	"SRX7054657"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137580
"chr2"	1610471	1610716	246	"*"	185	"SRX7054622"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137575
"chr2"	1610472	1610705	234	"*"	297	"SRX7054624"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137586
"chr2"	1610479	1610711	233	"*"	207	"SRX425263"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137580
"chr2"	1610483	1610704	222	"*"	425	"SRX2355085"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137587
"chr2"	1610489	1610708	220	"*"	286	"SRX7054666"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137583
"chr2"	1610495	1610846	352	"*"	1000	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137445
"chr2"	1610495	1610846	352	"*"	1000	"SRX5904135"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137445
"chr2"	1610501	1610680	180	"*"	196	"SRX7054609"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137611
"chr2"	1610501	1610708	208	"*"	159	"SRX7054665"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137583
"chr2"	1610514	1610714	201	"*"	287	"SRX7055008"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137577
"chr2"	1610541	1610802	262	"*"	808	"SRX699733"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137489
"chr2"	1610546	1610813	268	"*"	479	"SRX699732"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137478
"chr2"	1610546	1610814	269	"*"	479	"SRX5146789"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137477
"chr2"	1610561	1610728	168	"*"	145	"SRX7054668"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137563
"chr2"	1610602	1610741	140	"*"	116	"SRX699735"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	137550
"chr2"	1611747	1612079	333	"*"	1000	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136212
"chr2"	1611766	1612066	301	"*"	1000	"SRX2207672"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136225
"chr2"	1611766	1612074	309	"*"	315	"SRX7054611"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136217
"chr2"	1611767	1612055	289	"*"	383	"SRX7054663"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136236
"chr2"	1611772	1612067	296	"*"	834	"SRX7054619"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136224
"chr2"	1611773	1612094	322	"*"	161	"SRX425254"	"BRD4"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136197
"chr2"	1611774	1612053	280	"*"	427	"SRX7054614"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136238
"chr2"	1611775	1612047	273	"*"	534	"SRX7054664"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136244
"chr2"	1611775	1612090	316	"*"	1000	"SRX7055007"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136201
"chr2"	1611776	1612130	355	"*"	904	"SRX150664"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136161
"chr2"	1611781	1612061	281	"*"	397	"SRX7054666"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136230
"chr2"	1611788	1612087	300	"*"	699	"SRX7054617"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136204
"chr2"	1611788	1612116	329	"*"	702	"SRX070879"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136175
"chr2"	1611794	1612034	241	"*"	230	"SRX425263"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136257
"chr2"	1611795	1612069	275	"*"	716	"SRX7054671"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136222
"chr2"	1611795	1612086	292	"*"	498	"SRX7054657"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136205
"chr2"	1611797	1612041	245	"*"	375	"SRX7054622"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136250
"chr2"	1611799	1612038	240	"*"	344	"SRX7055004"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136253
"chr2"	1611800	1612068	269	"*"	511	"SRX7054661"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136223
"chr2"	1611800	1612166	367	"*"	750	"SRX150427"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136125
"chr2"	1611802	1612012	211	"*"	302	"SRX7054623"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136279
"chr2"	1611803	1612025	223	"*"	216	"SRX7054659"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136266
"chr2"	1611804	1612032	229	"*"	282	"SRX425264"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136259
"chr2"	1611804	1612049	246	"*"	424	"SRX7054615"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136242
"chr2"	1611804	1612065	262	"*"	595	"SRX7054618"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136226
"chr2"	1611809	1612092	284	"*"	1000	"SRX2355072"	"JUN"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136199
"chr2"	1611811	1612031	221	"*"	178	"SRX7054668"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136260
"chr2"	1611812	1612097	286	"*"	270	"SRX7054616"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136194
"chr2"	1611815	1612046	232	"*"	567	"SRX7054609"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136245
"chr2"	1611817	1612126	310	"*"	403	"SRX070877"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136165
"chr2"	1611818	1611979	162	"*"	141	"SRX2355085"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136312
"chr2"	1611819	1612017	199	"*"	258	"SRX7054624"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136274
"chr2"	1611819	1612047	229	"*"	414	"SRX7054670"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136244
"chr2"	1611820	1612034	215	"*"	299	"SRX7055008"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136257
"chr2"	1611820	1612082	263	"*"	227	"SRX070878"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136209
"chr2"	1611820	1612138	319	"*"	284	"SRX7055006"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136153
"chr2"	1611821	1612052	232	"*"	434	"SRX7054662"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136239
"chr2"	1611824	1612058	235	"*"	266	"SRX7054621"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136233
"chr2"	1611827	1612046	220	"*"	245	"SRX7055005"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136245
"chr2"	1611831	1612030	200	"*"	293	"SRX7054613"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136261
"chr2"	1611834	1612039	206	"*"	83	"SRX7054612"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136252
"chr2"	1611834	1612082	249	"*"	243	"SRX7054667"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136209
"chr2"	1611841	1612071	231	"*"	313	"SRX2355074"	"JUNB"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136220
"chr2"	1611847	1612103	257	"*"	525	"SRX699738"	"JUND"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136188
"chr2"	1611849	1612166	318	"*"	378	"SRX070876"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136125
"chr2"	1611856	1612034	179	"*"	223	"SRX2734392"	"NFE2L2"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136257
"chr2"	1611880	1612033	154	"*"	257	"SRX2734393"	"NFE2L2"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136258
"chr2"	1611883	1612049	167	"*"	173	"SRX2355073"	"JUN"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	136242
"chr2"	1615081	1615303	223	"*"	154	"SRX096362"	"Epitope tags"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	132988
"chr2"	1617519	1617883	365	"*"	589	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130408
"chr2"	1617519	1617883	365	"*"	589	"SRX5904135"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130408
"chr2"	1617580	1617776	197	"*"	211	"SRX699733"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130515
"chr2"	1617590	1617789	200	"*"	377	"SRX080406"	"CTCF"	"HBMEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130502
"chr2"	1617599	1617790	192	"*"	266	"SRX080344"	"CTCF"	"HPAF"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130501
"chr2"	1617605	1617797	193	"*"	154	"SRX199905"	"CTCF"	"HCM"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130494
"chr2"	1617612	1617820	209	"*"	201	"SRX199885"	"CTCF"	"HCM"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130471
"chr2"	1617614	1617795	182	"*"	419	"SRX080395"	"CTCF"	"HCFaa"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130496
"chr2"	1617632	1617741	110	"*"	188	"SRX080329"	"CTCF"	"AoAF"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130550
"chr2"	1617639	1617765	127	"*"	156	"SRX080373"	"CTCF"	"HBMEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130526
"chr2"	1617642	1617760	119	"*"	105	"SRX080414"	"CTCF"	"HPAF"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130531
"chr2"	1617683	1617941	259	"*"	293	"SRX699738"	"JUND"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130350
"chr2"	1617710	1617904	195	"*"	170	"SRX699737"	"JUN"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	130387
"chr2"	1618436	1618776	341	"*"	1000	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	129515
"chr2"	1618442	1618746	305	"*"	1000	"SRX2207672"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	129545
"chr2"	1618518	1618705	188	"*"	143	"SRX7055007"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	129586
"chr2"	1625715	1626072	358	"*"	524	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	122219
"chr2"	1625734	1625913	180	"*"	138	"SRX7054615"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	122378
"chr2"	1625746	1625972	227	"*"	117	"SRX7054614"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	122319
"chr2"	1625798	1625991	194	"*"	139	"SRX7054667"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	122300
"chr2"	1628975	1629561	587	"*"	1000	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118730
"chr2"	1628979	1629484	506	"*"	1000	"SRX096362"	"Epitope tags"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118807
"chr2"	1628981	1629663	683	"*"	387	"SRX3040158"	"SMC1A"	"Coronary artery endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118628
"chr2"	1629001	1629612	612	"*"	914	"SRX7054617"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118679
"chr2"	1629007	1629528	522	"*"	1000	"SRX2207672"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118763
"chr2"	1629008	1629570	563	"*"	1000	"SRX7054619"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118721
"chr2"	1629010	1629461	452	"*"	233	"SRX4947720"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118830
"chr2"	1629011	1629429	419	"*"	263	"SRX4947721"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118862
